word,dim_id,avg,var
jocund,direct vs diplomatic,0.190047386,0.041054416
jocund,aggressive vs calm,0.220841328,0.111357143
jocund,persistent vs laid back,-0.070505553,0.058185473
jocund,Social vs Individual,0.378016164,0.087748892
jocund,Ambitious vs Contended,0.119192976,0.042775496
jocund,Maturity,0.243517065,0.0178106
jocund,Intelligence,0.211211408,0.01241584
jocund,Athletic,0.132733008,0.008211149
jocund,Attractive,0.258786848,0.032191763
jolly,people-oriented vs task-oriented,0.80982906,0.106166059
jolly,process-focused vs output-focused,-0.383903134,0.066442147
jolly,systematic vs Haphazard,0.016381766,0.042320441
jolly,analytical vs intuitive,-0.146723647,0.0420575
jolly,detailed vs big picture,-0.293447293,0.043004773
jolly,Imaginative vs realistic,0.319088319,0.052163044
jolly,certain vs flexible,-0.398148148,0.058269033
jolly,positive vs Sceptic,1.168803419,0.122291652
jolly,fun vs serious,1.262108262,0.132350529
jolly,Stylish vs Dull,0.531339031,0.06752261
jolly,clear vs vague,0.13034188,0.06493696
jolly,direct vs diplomatic,0.057692308,0.071854676
jolly,aggressive vs calm,-0.413105413,0.143813965
jolly,persistent vs laid back,-0.489316239,0.101036965
jolly,Social vs Individual,1.098290598,0.108659473
jolly,Ambitious vs Contended,-0.11039886,0.062016518
jolly,Maturity,0.5,0.033220721
jolly,Intelligence,0.25997151,0.018999783
jolly,Athletic,0.123219373,0.009687562
jolly,Attractive,0.665242165,0.060704352
jovial,people-oriented vs task-oriented,1.102564103,0.112511506
jovial,process-focused vs output-focused,-0.063034188,0.057714865
jovial,systematic vs Haphazard,-0.273504274,0.074520564
jovial,analytical vs intuitive,-0.563034188,0.051080249
jovial,detailed vs big picture,-0.552350427,0.062038336
jovial,Imaginative vs realistic,0.25534188,0.044740999
jovial,certain vs flexible,-1.142094017,0.133009846
jovial,positive vs Sceptic,0.693376068,0.084272119
jovial,fun vs serious,1.169871795,0.078147785
jovial,Stylish vs Dull,-0.153846154,0.070343195
jovial,clear vs vague,0.117521368,0.092549355
jovial,direct vs diplomatic,0.070512821,0.096938281
jovial,aggressive vs calm,-1.347222222,0.066691744
jovial,persistent vs laid back,-2.400641026,0.191252322
jovial,Social vs Individual,1.364316239,0.075434347
jovial,Ambitious vs Contended,-0.24465812,0.104503819
jovial,Maturity,0.834401709,0.052469412
jovial,Intelligence,0.764957265,0.047052122
jovial,Athletic,0.115384615,0.009068047
jovial,Attractive,0.673076923,0.078300542
joyful,people-oriented vs task-oriented,0.516025641,0.102869672
joyful,process-focused vs output-focused,-0.123397436,0.077390043
joyful,systematic vs Haphazard,0.307692308,0.065489152
joyful,analytical vs intuitive,-0.075320513,0.10128526
joyful,detailed vs big picture,-0.427884615,0.089243867
joyful,Imaginative vs realistic,0.303418803,0.123023182
joyful,certain vs flexible,-0.429487179,0.092712744
joyful,positive vs Sceptic,1.742521368,0.485214827
joyful,fun vs serious,1.279380342,0.256130269
joyful,Stylish vs Dull,0.37232906,0.056564696
joyful,clear vs vague,0.49465812,0.104648387
joyful,direct vs diplomatic,-0.195512821,0.071938705
joyful,aggressive vs calm,-1.144230769,0.255219058
joyful,persistent vs laid back,-0.836538462,0.158698348
joyful,Social vs Individual,0.797542735,0.125515515
joyful,Ambitious vs Contended,-0.126068376,0.086089604
joyful,Maturity,0.037393162,0.043634927
joyful,Intelligence,-0.142628205,0.030861854
joyful,Athletic,-0.071581197,0.017506978
joyful,Attractive,0.230235043,0.050535814
joyous,people-oriented vs task-oriented,0.150641026,0.05332693
joyous,process-focused vs output-focused,-0.115384615,0.043093688
joyous,systematic vs Haphazard,-0.048076923,0.039743651
joyous,analytical vs intuitive,-0.041666667,0.037862269
joyous,detailed vs big picture,-0.054487179,0.031904182
joyous,Imaginative vs realistic,0.030982906,0.035685515
joyous,certain vs flexible,-0.108974359,0.049249206
joyous,positive vs Sceptic,0.162393162,0.064319868
joyous,fun vs serious,0.415598291,0.105736249
joyous,Stylish vs Dull,-0.010683761,0.012739794
joyous,clear vs vague,-0.011752137,0.038324239
joyous,direct vs diplomatic,0.105769231,0.044276196
joyous,aggressive vs calm,-0.016025641,0.172166674
joyous,persistent vs laid back,-0.064102564,0.053299255
joyous,Social vs Individual,0.142094017,0.05204164
joyous,Ambitious vs Contended,0.066239316,0.036620136
joyous,Maturity,0.00534188,0.010595917
joyous,Intelligence,0.060897436,0.014925056
joyous,Athletic,0.00534188,0.011929251
joyous,Attractive,0.004273504,0.009288054
judicious,people-oriented vs task-oriented,-0.316868895,0.126555291
judicious,process-focused vs output-focused,0.165083181,0.154752792
judicious,systematic vs Haphazard,0.987122253,0.091719262
judicious,analytical vs intuitive,1.012190934,0.112710395
judicious,detailed vs big picture,0.515605922,0.128484323
judicious,Imaginative vs realistic,-0.695665446,0.0987239
judicious,certain vs flexible,0.356284341,0.104088928
judicious,positive vs Sceptic,0.168860653,0.121254223
judicious,fun vs serious,-0.053571429,0.064020601
judicious,Stylish vs Dull,0.078907204,0.047171632
judicious,clear vs vague,0.765853938,0.094485494
judicious,direct vs diplomatic,0.039892399,0.09834372
judicious,aggressive vs calm,-0.340067918,0.099228579
judicious,persistent vs laid back,0.433150183,0.065882785
judicious,Social vs Individual,0.012458028,0.087422339
judicious,Ambitious vs Contended,0.538690476,0.104520505
judicious,Maturity,1.110786783,0.082754872
judicious,Intelligence,1.194501679,0.082012169
judicious,Athletic,0.242979243,0.022712931
judicious,Attractive,0.403617216,0.033418129
jumping,people-oriented vs task-oriented,-0.169307809,0.077124328
jumping,process-focused vs output-focused,-0.402529217,0.086756799
jumping,systematic vs Haphazard,-0.220695971,0.074920471
jumping,analytical vs intuitive,-0.056200942,0.04785454
jumping,detailed vs big picture,-0.057247514,0.052769644
jumping,Imaginative vs realistic,0.097353044,0.074674963
jumping,certain vs flexible,0.171380604,0.046499052
jumping,positive vs Sceptic,-0.034948253,0.077979802
jumping,fun vs serious,0.257702483,0.088790129
jumping,Stylish vs Dull,0.096969301,0.030634926
jumping,clear vs vague,-0.265647712,0.053800615
jumping,direct vs diplomatic,0.504004593,0.053290944
jumping,aggressive vs calm,1.040932612,0.1197149
jumping,persistent vs laid back,0.454763358,0.046527356
jumping,Social vs Individual,0.115346822,0.094680423
jumping,Ambitious vs Contended,0.561445433,0.051733669
jumping,Maturity,0.227274842,0.015818742
jumping,Intelligence,0.361595151,0.02475991
jumping,Athletic,0.246021571,0.02229159
jumping,Attractive,0.208289726,0.016685218
jumpy,people-oriented vs task-oriented,-0.115567766,0.069268532
jumpy,process-focused vs output-focused,-0.354212454,0.082086736
jumpy,systematic vs Haphazard,-0.225091575,0.072953948
jumpy,analytical vs intuitive,-0.050732601,0.051798464
jumpy,detailed vs big picture,-0.013736264,0.060016632
jumpy,Imaginative vs realistic,0.20958486,0.071550684
jumpy,certain vs flexible,0.148351648,0.044252381
jumpy,positive vs Sceptic,-0.322832723,0.08128308
jumpy,fun vs serious,0.037789988,0.084803499
jumpy,Stylish vs Dull,-0.018803419,0.026290163
jumpy,clear vs vague,-0.433394383,0.044274036
jumpy,direct vs diplomatic,0.373809524,0.062735526
jumpy,aggressive vs calm,0.902014652,0.114968635
jumpy,persistent vs laid back,0.313553114,0.044097486
jumpy,Social vs Individual,-0.010683761,0.084331221
jumpy,Ambitious vs Contended,0.353724054,0.04647089
jumpy,Maturity,0.175152625,0.010013888
jumpy,Intelligence,0.305311355,0.018386884
jumpy,Athletic,0.164163614,0.012132972
jumpy,Attractive,0.135286935,0.008586117
just,people-oriented vs task-oriented,0.371527778,0.069338804
just,process-focused vs output-focused,-0.147168803,0.047727759
just,systematic vs Haphazard,0.214832621,0.045866168
just,analytical vs intuitive,-0.035345442,0.060954729
just,detailed vs big picture,-0.029558405,0.071428004
just,Imaginative vs realistic,-0.155537749,0.059350849
just,certain vs flexible,-0.074341168,0.080384711
just,positive vs Sceptic,0.409633191,0.064253271
just,fun vs serious,0.175925926,0.034815702
just,Stylish vs Dull,-0.170316952,0.055987788
just,clear vs vague,0.458600427,0.066283111
just,direct vs diplomatic,0.376958689,0.07136821
just,aggressive vs calm,-0.41622151,0.056855794
just,persistent vs laid back,-0.080039174,0.072720497
just,Social vs Individual,0.312678063,0.063793952
just,Ambitious vs Contended,0.011574074,0.065322652
just,Maturity,0.65224359,0.07474387
just,Intelligence,0.340099715,0.030064824
just,Athletic,0.116809117,0.008105899
just,Attractive,0.27127849,0.029576611
justifiable,people-oriented vs task-oriented,-0.277777778,0.07968107
justifiable,process-focused vs output-focused,0.527777778,0.055954218
justifiable,systematic vs Haphazard,0.972222222,0.080954218
justifiable,analytical vs intuitive,0.916666667,0.073032407
justifiable,detailed vs big picture,0.555555556,0.079835391
justifiable,Imaginative vs realistic,-0.722222222,0.070421811
justifiable,certain vs flexible,0.166666667,0.047685185
justifiable,positive vs Sceptic,0.138888889,0.052559156
justifiable,fun vs serious,-0.138888889,0.041448045
justifiable,Stylish vs Dull,-0.194444444,0.028793724
justifiable,clear vs vague,0.833333333,0.069907407
justifiable,direct vs diplomatic,0.111111111,0.037860082
justifiable,aggressive vs calm,-0.083333333,0.023032407
justifiable,persistent vs laid back,0.277777778,0.018569959
justifiable,Social vs Individual,-0.055555556,0.041409465
justifiable,Ambitious vs Contended,0.25,0.026736111
justifiable,Maturity,0.611111111,0.052211934
justifiable,Intelligence,0.694444444,0.066756687
justifiable,Athletic,0.083333333,0.006365741
justifiable,Attractive,0.138888889,0.01089249
keen,people-oriented vs task-oriented,-0.054588177,0.13882977
keen,process-focused vs output-focused,-0.417154314,0.157214197
keen,systematic vs Haphazard,0.093016127,0.140460903
keen,analytical vs intuitive,0.024128194,0.119152042
keen,detailed vs big picture,-0.057773241,0.121527227
keen,Imaginative vs realistic,0.105810346,0.101432123
keen,certain vs flexible,0.049565641,0.101140246
keen,positive vs Sceptic,0.372029157,0.112524988
keen,fun vs serious,0.476705041,0.094287269
keen,Stylish vs Dull,0.203560657,0.056429416
keen,clear vs vague,0.115969808,0.115583962
keen,direct vs diplomatic,0.378084819,0.08829271
keen,aggressive vs calm,0.582696539,0.158849772
keen,persistent vs laid back,0.431961472,0.089756964
keen,Social vs Individual,0.282642601,0.11919642
keen,Ambitious vs Contended,0.821999877,0.099417064
keen,Maturity,0.643870984,0.056906628
keen,Intelligence,0.861166503,0.070027836
keen,Athletic,0.317033694,0.032046231
keen,Attractive,0.377983562,0.032998111
kind,people-oriented vs task-oriented,0.835065694,0.227330265
kind,process-focused vs output-focused,0.029178798,0.108528378
kind,systematic vs Haphazard,0.083080263,0.070119228
kind,analytical vs intuitive,0.030146729,0.082279739
kind,detailed vs big picture,0.007633867,0.080330706
kind,Imaginative vs realistic,-0.073061791,0.083881632
kind,certain vs flexible,-0.522246747,0.135766947
kind,positive vs Sceptic,0.583424648,0.11993602
kind,fun vs serious,0.402666896,0.121466559
kind,Stylish vs Dull,-0.175503272,0.056282584
kind,clear vs vague,0.070228442,0.126382808
kind,direct vs diplomatic,-0.461011448,0.22103822
kind,aggressive vs calm,-0.656603843,0.161314494
kind,persistent vs laid back,-0.600067312,0.160616578
kind,Social vs Individual,0.775627981,0.21785132
kind,Ambitious vs Contended,-0.345339845,0.113162612
kind,Maturity,0.125103055,0.102885162
kind,Intelligence,-0.106174927,0.08034658
kind,Athletic,-0.012468301,0.018688303
kind,Attractive,0.018322845,0.039450438
kindhearted,people-oriented vs task-oriented,0.504273504,0.090682641
kindhearted,process-focused vs output-focused,-0.33974359,0.056812651
kindhearted,systematic vs Haphazard,-0.217948718,0.048142121
kindhearted,analytical vs intuitive,-0.387820513,0.052177686
kindhearted,detailed vs big picture,-0.273504274,0.056921957
kindhearted,Imaginative vs realistic,0.224358974,0.028420146
kindhearted,certain vs flexible,-0.271367521,0.044962382
kindhearted,positive vs Sceptic,0.291666667,0.061140046
kindhearted,fun vs serious,0.180555556,0.023839635
kindhearted,Stylish vs Dull,-0.064102564,0.036307802
kindhearted,clear vs vague,0.068376068,0.051530913
kindhearted,direct vs diplomatic,0.266025641,0.030085477
kindhearted,aggressive vs calm,0.02991453,0.065975029
kindhearted,persistent vs laid back,-0.192307692,0.05210355
kindhearted,Social vs Individual,0.416666667,0.059782407
kindhearted,Ambitious vs Contended,-0.103632479,0.044406915
kindhearted,Maturity,0.430555556,0.047478524
kindhearted,Intelligence,0.263888889,0.026123585
kindhearted,Athletic,0.091880342,0.007949817
kindhearted,Attractive,0.182692308,0.018479352
kindly,people-oriented vs task-oriented,0.197404888,0.114085643
kindly,process-focused vs output-focused,-0.077344613,0.069492958
kindly,systematic vs Haphazard,0.395696455,0.091359872
kindly,analytical vs intuitive,0.101057232,0.058515119
kindly,detailed vs big picture,0.103852937,0.069059144
kindly,Imaginative vs realistic,-0.117380855,0.043828485
kindly,certain vs flexible,-0.218176444,0.08604731
kindly,positive vs Sceptic,0.491690408,0.065074246
kindly,fun vs serious,0.17830494,0.049360169
kindly,Stylish vs Dull,-0.176071283,0.035715512
kindly,clear vs vague,0.417383763,0.064595899
kindly,direct vs diplomatic,0.107152548,0.051103431
kindly,aggressive vs calm,-0.405643739,0.045461398
kindly,persistent vs laid back,-0.236278272,0.124206828
kindly,Social vs Individual,0.44127081,0.065018115
kindly,Ambitious vs Contended,0.029231351,0.058354566
kindly,Maturity,0.564601624,0.053569447
kindly,Intelligence,0.359938562,0.032360631
kindly,Athletic,0.107666143,0.008335341
kindly,Attractive,0.250726786,0.02646207
knowing,people-oriented vs task-oriented,0.082357022,0.08619524
knowing,process-focused vs output-focused,-0.195587079,0.098196745
knowing,systematic vs Haphazard,0.140325033,0.131509953
knowing,analytical vs intuitive,0.031563371,0.096646434
knowing,detailed vs big picture,-0.002768777,0.09857802
knowing,Imaginative vs realistic,0.04209206,0.100400395
knowing,certain vs flexible,-0.039469843,0.087512252
knowing,positive vs Sceptic,0.191325999,0.093780283
knowing,fun vs serious,0.187243472,0.058352607
knowing,Stylish vs Dull,0.09658873,0.046587482
knowing,clear vs vague,0.161737755,0.12573016
knowing,direct vs diplomatic,0.101491128,0.067884012
knowing,aggressive vs calm,-0.025862234,0.114057801
knowing,persistent vs laid back,0.039521109,0.059775082
knowing,Social vs Individual,0.151670952,0.065800727
knowing,Ambitious vs Contended,0.314711304,0.086094251
knowing,Maturity,0.640649263,0.067554475
knowing,Intelligence,0.679304029,0.071770794
knowing,Athletic,0.143515975,0.016162542
knowing,Attractive,0.278483571,0.03032004
know-it-all,people-oriented vs task-oriented,-0.561965812,0.049793341
know-it-all,process-focused vs output-focused,-0.161324786,0.063185898
know-it-all,systematic vs Haphazard,0.159188034,0.056087589
know-it-all,analytical vs intuitive,0.180555556,0.044747042
know-it-all,detailed vs big picture,0.148504274,0.044189496
know-it-all,Imaginative vs realistic,-0.085470085,0.030104658
know-it-all,certain vs flexible,0.286324786,0.056967504
know-it-all,positive vs Sceptic,0.012820513,0.034669406
know-it-all,fun vs serious,-0.287393162,0.044946381
know-it-all,Stylish vs Dull,0.155982906,0.024576451
know-it-all,clear vs vague,0.168803419,0.031107389
know-it-all,direct vs diplomatic,0.428418803,0.047541951
know-it-all,aggressive vs calm,0.450854701,0.071014613
know-it-all,persistent vs laid back,0.47008547,0.051745684
know-it-all,Social vs Individual,-0.384615385,0.050927022
know-it-all,Ambitious vs Contended,0.389957265,0.048122764
know-it-all,Maturity,0.356837607,0.036418514
know-it-all,Intelligence,0.273504274,0.020619963
know-it-all,Athletic,0.080128205,0.00613265
know-it-all,Attractive,0.162393162,0.015174568
knowledgeable,people-oriented vs task-oriented,-0.315187634,0.125546865
knowledgeable,process-focused vs output-focused,-0.12238073,0.143441112
knowledgeable,systematic vs Haphazard,0.872291698,0.158790832
knowledgeable,analytical vs intuitive,0.577586837,0.099168575
knowledgeable,detailed vs big picture,0.25637528,0.126722546
knowledgeable,Imaginative vs realistic,-0.486902854,0.113076689
knowledgeable,certain vs flexible,0.355529164,0.148662983
knowledgeable,positive vs Sceptic,0.364432298,0.114095109
knowledgeable,fun vs serious,-0.021811088,0.079644095
knowledgeable,Stylish vs Dull,-0.181087359,0.055098138
knowledgeable,clear vs vague,0.799478372,0.166702653
knowledgeable,direct vs diplomatic,0.133972292,0.084129021
knowledgeable,aggressive vs calm,-0.328941386,0.094156937
knowledgeable,persistent vs laid back,0.341468572,0.121231586
knowledgeable,Social vs Individual,-0.010027949,0.096288566
knowledgeable,Ambitious vs Contended,0.277614024,0.119123752
knowledgeable,Maturity,0.684173249,0.129756813
knowledgeable,Intelligence,0.528839794,0.102537837
knowledgeable,Athletic,0.059964197,0.021303789
knowledgeable,Attractive,0.185453869,0.042472098
known,people-oriented vs task-oriented,0.892286325,0.52839457
known,process-focused vs output-focused,0.411132479,0.159379202
known,systematic vs Haphazard,-0.069423077,0.057300273
known,analytical vs intuitive,-0.211901709,0.191371897
known,detailed vs big picture,-0.053952991,0.093610646
known,Imaginative vs realistic,0.234850427,0.087290678
known,certain vs flexible,-0.578098291,0.293138835
known,positive vs Sceptic,-0.064123932,0.079906627
known,fun vs serious,0.758931624,0.394796368
known,Stylish vs Dull,0.480641026,0.192786901
known,clear vs vague,0.033696581,0.270609301
known,direct vs diplomatic,0.562948718,0.204949195
known,aggressive vs calm,0.303952991,0.181582512
known,persistent vs laid back,-0.301559829,0.122997237
known,Social vs Individual,1.182371795,0.690100474
known,Ambitious vs Contended,-0.328034188,0.127249267
known,Maturity,-0.240641026,0.187454166
known,Intelligence,-0.159038462,0.153533892
known,Athletic,-0.074508547,0.022973623
known,Attractive,-0.048141026,0.022152737
laid-back,people-oriented vs task-oriented,0.204865351,0.146882633
laid-back,process-focused vs output-focused,0.215761091,0.119650495
laid-back,systematic vs Haphazard,0.203105922,0.129066094
laid-back,analytical vs intuitive,0.038084215,0.095455912
laid-back,detailed vs big picture,0.026026828,0.101253894
laid-back,Imaginative vs realistic,-0.138397097,0.103581097
laid-back,certain vs flexible,-0.325850461,0.133330905
laid-back,positive vs Sceptic,0.185511633,0.12386278
laid-back,fun vs serious,0.052070615,0.115357213
laid-back,Stylish vs Dull,-0.284667108,0.077542626
laid-back,clear vs vague,0.357715201,0.129026087
laid-back,direct vs diplomatic,-0.201711098,0.128119158
laid-back,aggressive vs calm,-1.264719848,0.365396615
laid-back,persistent vs laid back,-0.748537342,0.234005023
laid-back,Social vs Individual,0.105642043,0.140835379
laid-back,Ambitious vs Contended,-0.463929589,0.126637721
laid-back,Maturity,0.178562949,0.066167674
laid-back,Intelligence,-0.011701262,0.058018699
laid-back,Athletic,-0.111208622,0.041797407
laid-back,Attractive,0.057683829,0.044293351
large,people-oriented vs task-oriented,2.692307692,0.126035503
large,process-focused vs output-focused,-1.538461538,0.135502959
large,systematic vs Haphazard,-0.307692308,0.064497041
large,analytical vs intuitive,-1.076923077,0.134319527
large,detailed vs big picture,-1.307692308,0.141420118
large,Imaginative vs realistic,0.846153846,0.068047337
large,certain vs flexible,-1.461538462,0.081656805
large,positive vs Sceptic,2,0.1
large,fun vs serious,1,0.084615385
large,Stylish vs Dull,-0.384615385,0.181065089
large,clear vs vague,1.076923077,0.111242604
large,direct vs diplomatic,0.846153846,0.068047337
large,aggressive vs calm,-1.153846154,0.052662722
large,persistent vs laid back,-1.153846154,0.175739645
large,Social vs Individual,2,0.138461538
large,Ambitious vs Contended,-0.538461538,0.212426036
large,Maturity,2,0.1
large,Intelligence,1,0.084615385
large,Athletic,0.384615385,0.027218935
large,Attractive,0.846153846,0.068047337
lavish,people-oriented vs task-oriented,1.810683761,0.142972858
lavish,process-focused vs output-focused,-1.128205128,0.126459631
lavish,systematic vs Haphazard,-0.174786325,0.096702405
lavish,analytical vs intuitive,-0.822222222,0.122015008
lavish,detailed vs big picture,-0.916666667,0.145063998
lavish,Imaginative vs realistic,0.904273504,0.092000742
lavish,certain vs flexible,-0.98034188,0.079877751
lavish,positive vs Sceptic,1.299145299,0.100158206
lavish,fun vs serious,1.044017094,0.075265747
lavish,Stylish vs Dull,1.028205128,0.216111968
lavish,clear vs vague,0.493589744,0.120451707
lavish,direct vs diplomatic,0.271367521,0.08405942
lavish,aggressive vs calm,-0.493589744,0.089682476
lavish,persistent vs laid back,-0.74957265,0.125029161
lavish,Social vs Individual,1.467094017,0.106902248
lavish,Ambitious vs Contended,0.208974359,0.177160258
lavish,Maturity,1.23974359,0.08721943
lavish,Intelligence,0.947435897,0.073077766
lavish,Athletic,0.390598291,0.028736646
lavish,Attractive,1,0.060784314
law-abiding,people-oriented vs task-oriented,-0.285769231,0.173759063
law-abiding,process-focused vs output-focused,-0.308931624,0.160592561
law-abiding,systematic vs Haphazard,1.362777778,0.147254655
law-abiding,analytical vs intuitive,0.591410256,0.094388087
law-abiding,detailed vs big picture,0.855213675,0.119004047
law-abiding,Imaginative vs realistic,-0.797735043,0.078741971
law-abiding,certain vs flexible,0.086196581,0.171037879
law-abiding,positive vs Sceptic,0.697991453,0.101273591
law-abiding,fun vs serious,-0.19025641,0.064551029
law-abiding,Stylish vs Dull,-0.551837607,0.053264435
law-abiding,clear vs vague,1.222350427,0.103011533
law-abiding,direct vs diplomatic,0.37991453,0.141478132
law-abiding,aggressive vs calm,-0.684401709,0.07329018
law-abiding,persistent vs laid back,0.248931624,0.139370935
law-abiding,Social vs Individual,0.582051282,0.076503603
law-abiding,Ambitious vs Contended,0.326923077,0.110845689
law-abiding,Maturity,1.346068376,0.072664587
law-abiding,Intelligence,0.888717949,0.054688871
law-abiding,Athletic,0.285299145,0.018561517
law-abiding,Attractive,0.417393162,0.029018347
lawful,people-oriented vs task-oriented,0.094017094,0
lawful,process-focused vs output-focused,0.133903134,0
lawful,systematic vs Haphazard,-0.034900285,0
lawful,analytical vs intuitive,-0.126780627,0
lawful,detailed vs big picture,-0.007122507,0
lawful,Imaginative vs realistic,0.14957265,0
lawful,certain vs flexible,-0.246438746,0
lawful,positive vs Sceptic,0.186609687,0
lawful,fun vs serious,0.151709402,0
lawful,Stylish vs Dull,-0.047008547,0
lawful,clear vs vague,0.103276353,0
lawful,direct vs diplomatic,0.082621083,0
lawful,aggressive vs calm,-0.127492877,0
lawful,persistent vs laid back,-0.263532764,0
lawful,Social vs Individual,0.235042735,0
lawful,Ambitious vs Contended,-0.088319088,0
lawful,Maturity,0.275641026,0
lawful,Intelligence,0.249287749,0
lawful,Athletic,0.101139601,0
lawful,Attractive,0.117521368,0
lax,people-oriented vs task-oriented,1.012820513,0.120893858
lax,process-focused vs output-focused,-0.107692308,0.069375555
lax,systematic vs Haphazard,-1.037179487,0.103925274
lax,analytical vs intuitive,-0.969230769,0.05036144
lax,detailed vs big picture,-0.894871795,0.066952125
lax,Imaginative vs realistic,0.543589744,0.066164537
lax,certain vs flexible,-1.424358974,0.139162269
lax,positive vs Sceptic,0.282051282,0.092087511
lax,fun vs serious,1.26025641,0.096646675
lax,Stylish vs Dull,-0.147435897,0.076577374
lax,clear vs vague,-1.070512821,0.216300675
lax,direct vs diplomatic,-0.080769231,0.109152205
lax,aggressive vs calm,-1.225641026,0.095965654
lax,persistent vs laid back,-2.708974359,0.239979443
lax,Social vs Individual,1.116666667,0.120544994
lax,Ambitious vs Contended,-0.246153846,0.125243528
lax,Maturity,0.892307692,0.059487734
lax,Intelligence,0.870512821,0.054312561
lax,Athletic,0.202564103,0.014586288
lax,Attractive,0.593589744,0.077855275
lazy,people-oriented vs task-oriented,0.481835063,0.212899905
lazy,process-focused vs output-focused,0.645412766,0.253753765
lazy,systematic vs Haphazard,-0.370542922,0.216461381
lazy,analytical vs intuitive,-0.1787461,0.126492618
lazy,detailed vs big picture,-0.077852818,0.130462847
lazy,Imaginative vs realistic,-0.020152456,0.105315282
lazy,certain vs flexible,-0.158831909,0.116617604
lazy,positive vs Sceptic,-0.618067426,0.206969803
lazy,fun vs serious,-0.568495201,0.183501869
lazy,Stylish vs Dull,-0.359846866,0.10960886
lazy,clear vs vague,-0.362392314,0.173682001
lazy,direct vs diplomatic,-0.68203602,0.174588661
lazy,aggressive vs calm,-0.973494946,0.289193068
lazy,persistent vs laid back,-0.832351869,0.232891536
lazy,Social vs Individual,-0.284007004,0.133630417
lazy,Ambitious vs Contended,-1.230335945,0.405910363
lazy,Maturity,-0.729803877,0.172210584
lazy,Intelligence,-0.965377408,0.272656749
lazy,Athletic,-0.555662817,0.118718603
lazy,Attractive,-0.512534341,0.098885722
learned,people-oriented vs task-oriented,-0.114468864,0.112804118
learned,process-focused vs output-focused,-0.357570208,0.16119034
learned,systematic vs Haphazard,0.644810745,0.304350298
learned,analytical vs intuitive,0.374236874,0.122570427
learned,detailed vs big picture,0.14004884,0.078314831
learned,Imaginative vs realistic,-0.38030118,0.217269097
learned,certain vs flexible,0.447863248,0.334238476
learned,positive vs Sceptic,0.153276353,0.182288167
learned,fun vs serious,-0.016442816,0.197080063
learned,Stylish vs Dull,-0.048860399,0.125119367
learned,clear vs vague,0.856247456,0.619782392
learned,direct vs diplomatic,0.316300366,0.217755654
learned,aggressive vs calm,-0.028571429,0.121112245
learned,persistent vs laid back,0.33962149,0.334068929
learned,Social vs Individual,-0.01011396,0.142683177
learned,Ambitious vs Contended,0.56994302,0.340485579
learned,Maturity,0.435022385,0.021044438
learned,Intelligence,0.377533578,0.047603788
learned,Athletic,0.018172568,0.04077455
learned,Attractive,0.135795686,0.021395501
leery,people-oriented vs task-oriented,-1.5,0.095833333
leery,process-focused vs output-focused,2.333333333,0.086111111
leery,systematic vs Haphazard,1.75,0.109375
leery,analytical vs intuitive,2.166666667,0.073611111
leery,detailed vs big picture,2.083333333,0.112152778
leery,Imaginative vs realistic,-1.666666667,0.119444444
leery,certain vs flexible,1,0.1
leery,positive vs Sceptic,-1.25,0.142708333
leery,fun vs serious,-1,0.05
leery,Stylish vs Dull,0.166666667,0.040277778
leery,clear vs vague,1,0.066666667
leery,direct vs diplomatic,0.083333333,0.153819444
leery,aggressive vs calm,-0.333333333,0.086111111
leery,persistent vs laid back,1.083333333,0.070486111
leery,Social vs Individual,-0.5,0.070833333
leery,Ambitious vs Contended,0.333333333,0.077777778
leery,Maturity,1.166666667,0.081944444
leery,Intelligence,1.166666667,0.106944444
leery,Athletic,0.583333333,0.062152778
leery,Attractive,0.5,0.045833333
legible,people-oriented vs task-oriented,-0.384615385,0.058185404
legible,process-focused vs output-focused,0.179487179,0.078084593
legible,systematic vs Haphazard,0.58974359,0.064606618
legible,analytical vs intuitive,0.230769231,0.04556213
legible,detailed vs big picture,0.256410256,0.040674995
legible,Imaginative vs realistic,-0.384615385,0.029980276
legible,certain vs flexible,0.538461538,0.048915187
legible,positive vs Sceptic,0.282051282,0.027985974
legible,fun vs serious,-0.128205128,0.022989261
legible,Stylish vs Dull,0.025641026,0.011483673
legible,clear vs vague,1.615384615,0.176134122
legible,direct vs diplomatic,0.692307692,0.117751479
legible,aggressive vs calm,-0.076923077,0.018737673
legible,persistent vs laid back,0.153846154,0.021104536
legible,Social vs Individual,-0.128205128,0.025553364
legible,Ambitious vs Contended,0.179487179,0.029366645
legible,Maturity,0.41025641,0.037256191
legible,Intelligence,0.358974359,0.035415297
legible,Athletic,0.025641026,0.001227263
legible,Attractive,0.102564103,0.006815691
legit,people-oriented vs task-oriented,0.014957265,0.066630509
legit,process-focused vs output-focused,0.263888889,0.043142104
legit,systematic vs Haphazard,0.614316239,0.0607641
legit,analytical vs intuitive,0.483974359,0.06598505
legit,detailed vs big picture,0.329059829,0.052608092
legit,Imaginative vs realistic,-0.566239316,0.060301048
legit,certain vs flexible,0.096153846,0.045256657
legit,positive vs Sceptic,0.236111111,0.043262474
legit,fun vs serious,0.084401709,0.037330978
legit,Stylish vs Dull,-0.174145299,0.035486925
legit,clear vs vague,0.711538462,0.069489398
legit,direct vs diplomatic,0.376068376,0.057815813
legit,aggressive vs calm,-0.131410256,0.025202341
